group,replicate,fastq_1,fastq_2,antibody,control
eGFP-PYGO2,2,fastq/BIGlebowski/ENCFF150HAD.fastq.gz,fastq/BIGlebowski/ENCFF768KWX.fastq.gz,PYGO2,eGFP-PYGO2_input_control
eGFP-PYGO2_input_control,1,fastq/BIGlebowski/ENCFF427TUR.fastq.gz,fastq/BIGlebowski/ENCFF422LHF.fastq.gz,,
eGFP-RELA,1,fastq/BIGlebowski/ENCFF074UIO.fastq.gz,fastq/BIGlebowski/ENCFF186DEJ.fastq.gz,RELA,eGFP-RELA_input_control
eGFP-RELA,2,fastq/BIGlebowski/ENCFF148FMX.fastq.gz,fastq/BIGlebowski/ENCFF528GYT.fastq.gz,RELA,eGFP-RELA_input_control
eGFP-RELA_input_control,1,fastq/BIGlebowski/ENCFF795KJT.fastq.gz,fastq/BIGlebowski/ENCFF067HZB.fastq.gz,,
eGFP-TAF7,1,fastq/BIGlebowski/ENCFF099UOS.fastq.gz,fastq/BIGlebowski/ENCFF790ADI.fastq.gz,TAF7,eGFP-TAF7_input_control
eGFP-TAF7,2,fastq/BIGlebowski/ENCFF926UQW.fastq.gz,fastq/BIGlebowski/ENCFF098GTH.fastq.gz,TAF7,eGFP-TAF7_input_control
eGFP-TAF7_input_control,1,fastq/BIGlebowski/ENCFF860YMH.fastq.gz,fastq/BIGlebowski/ENCFF769QGP.fastq.gz,,
eGFP-TEAD2,1,fastq/BIGlebowski/ENCFF677HXI.fastq.gz,fastq/BIGlebowski/ENCFF442MPQ.fastq.gz,TEAD2,eGFP-TEAD2_input_control
eGFP-TEAD2,2,fastq/BIGlebowski/ENCFF734FMS.fastq.gz,fastq/BIGlebowski/ENCFF335SYB.fastq.gz,TEAD2,eGFP-TEAD2_input_control
eGFP-TEAD2_input_control,1,fastq/BIGlebowski/ENCFF717YHU.fastq.gz,fastq/BIGlebowski/ENCFF031XFH.fastq.gz,,
eGFP-TSC22D4,1,fastq/BIGlebowski/ENCFF284BOO.fastq.gz,fastq/BIGlebowski/ENCFF014DOG.fastq.gz,TSC22D4,eGFP-TSC22D4_input_control
eGFP-TSC22D4,2,fastq/BIGlebowski/ENCFF493SOQ.fastq.gz,fastq/BIGlebowski/ENCFF398EAS.fastq.gz,TSC22D4,eGFP-TSC22D4_input_control
eGFP-TSC22D4_input_control,1,fastq/BIGlebowski/ENCFF703OVM.fastq.gz,fastq/BIGlebowski/ENCFF898SRJ.fastq.gz,,
eGFP-ZNF24,1,fastq/BIGlebowski/ENCFF718HUU.fastq.gz,fastq/BIGlebowski/ENCFF615CRG.fastq.gz,ZNF24,eGFP-ZNF24_input_control
eGFP-ZNF24,2,fastq/BIGlebowski/ENCFF977AJQ.fastq.gz,fastq/BIGlebowski/ENCFF157JAL.fastq.gz,ZNF24,eGFP-ZNF24_input_control
eGFP-ZNF24_input_control,1,fastq/BIGlebowski/ENCFF338LYQ.fastq.gz,fastq/BIGlebowski/ENCFF746XJG.fastq.gz,,
eGFP-ZNF507,1,fastq/BIGlebowski/ENCFF240EGC.fastq.gz,fastq/BIGlebowski/ENCFF905PWR.fastq.gz,ZNF507,eGFP-ZNF507_input_control
eGFP-ZNF507,2,fastq/BIGlebowski/ENCFF306MYT.fastq.gz,fastq/BIGlebowski/ENCFF574SDW.fastq.gz,ZNF507,eGFP-ZNF507_input_control
eGFP-ZNF507_input_control,1,fastq/BIGlebowski/ENCFF445KUN.fastq.gz,fastq/BIGlebowski/ENCFF091IYB.fastq.gz,,
eGFP-ZNF512,1,fastq/BIGlebowski/ENCFF123LEB.fastq.gz,fastq/BIGlebowski/ENCFF229NRD.fastq.gz,ZNF512,eGFP-ZNF512_input_control
eGFP-ZNF512,2,fastq/BIGlebowski/ENCFF968UUM.fastq.gz,fastq/BIGlebowski/ENCFF055XKT.fastq.gz,ZNF512,eGFP-ZNF512_input_control
eGFP-ZNF512_input_control,1,fastq/BIGlebowski/ENCFF144ZOK.fastq.gz,fastq/BIGlebowski/ENCFF514OKS.fastq.gz,,
eGFP-ZNF740,1,fastq/BIGlebowski/ENCFF554XIX.fastq.gz,fastq/BIGlebowski/ENCFF111REI.fastq.gz,ZNF740,eGFP-ZNF740_input_control
eGFP-ZNF740,2,fastq/BIGlebowski/ENCFF607RXB.fastq.gz,fastq/BIGlebowski/ENCFF633AET.fastq.gz,ZNF740,eGFP-ZNF740_input_control
eGFP-ZNF740_input_control,1,fastq/BIGlebowski/ENCFF406XFM.fastq.gz,fastq/BIGlebowski/ENCFF055UND.fastq.gz,,
EGR1,1,fastq/BIGlebowski/ENCFF217XOV.fastq.gz,fastq/BIGlebowski/ENCFF599IKS.fastq.gz,EGR1,input_control
EGR1,2,fastq/BIGlebowski/ENCFF025AGM.fastq.gz,fastq/BIGlebowski/ENCFF751XCN.fastq.gz,EGR1,input_control
EGR1,3,fastq/BIGlebowski/ENCFF871VWH.fastq.gz,fastq/BIGlebowski/ENCFF045QIG.fastq.gz,EGR1,input_control
EGR1,4,fastq/BIGlebowski/ENCFF326BXX.fastq.gz,fastq/BIGlebowski/ENCFF207NIS.fastq.gz,EGR1,input_control
EHMT2,1,fastq/BIGlebowski/ENCFF698YEB.fastq.gz,fastq/BIGlebowski/ENCFF844OMR.fastq.gz,EHMT2,input_control
EHMT2,2,fastq/BIGlebowski/ENCFF611URC.fastq.gz,fastq/BIGlebowski/ENCFF173LQG.fastq.gz,EHMT2,input_control
ELF1,1,fastq/BIGlebowski/ENCFF932JXG.fastq.gz,fastq/BIGlebowski/ENCFF070OBA.fastq.gz,ELF1,rabbit-IgG-control
ELF1,2,fastq/BIGlebowski/ENCFF132GWN.fastq.gz,fastq/BIGlebowski/ENCFF456MJL.fastq.gz,ELF1,rabbit-IgG-control
ELF4,1,fastq/BIGlebowski/ENCFF587AYW.fastq.gz,fastq/BIGlebowski/ENCFF625HJX.fastq.gz,ELF4,rabbit-IgG-control
ELF4,2,fastq/BIGlebowski/ENCFF270PKY.fastq.gz,fastq/BIGlebowski/ENCFF029HOW.fastq.gz,ELF4,rabbit-IgG-control
EP400,1,fastq/BIGlebowski/ENCFF604RKI.fastq.gz,fastq/BIGlebowski/ENCFF478BKV.fastq.gz,EP400,input_control
EP400,2,fastq/BIGlebowski/ENCFF076RPA.fastq.gz,fastq/BIGlebowski/ENCFF636OJT.fastq.gz,EP400,input_control
ESRRA,1,fastq/BIGlebowski/ENCFF002DOX.fastq.gz,fastq/BIGlebowski/ENCFF002EFV.fastq.gz,ESRRA,rabbit-IgG-control
ESRRA,2,fastq/BIGlebowski/ENCFF002DUB.fastq.gz,fastq/BIGlebowski/ENCFF002DOY.fastq.gz,ESRRA,rabbit-IgG-control
EWSR1,1,fastq/BIGlebowski/ENCFF824PVS.fastq.gz,fastq/BIGlebowski/ENCFF605BFZ.fastq.gz,EWSR1,input_control
EWSR1,2,fastq/BIGlebowski/ENCFF510HXD.fastq.gz,fastq/BIGlebowski/ENCFF377PHH.fastq.gz,EWSR1,input_control
FOXA1,1,fastq/BIGlebowski/ENCFF394CJB.fastq.gz,fastq/BIGlebowski/ENCFF186GBM.fastq.gz,FOXA1,input_control
FOXA1,2,fastq/BIGlebowski/ENCFF692TZI.fastq.gz,fastq/BIGlebowski/ENCFF762YIW.fastq.gz,FOXA1,input_control
FOXK2,1,fastq/BIGlebowski/ENCFF344DMA.fastq.gz,fastq/BIGlebowski/ENCFF164JCA.fastq.gz,FOXK2,rabbit-IgG-control
FOXK2,2,fastq/BIGlebowski/ENCFF260CTF.fastq.gz,fastq/BIGlebowski/ENCFF959CFI.fastq.gz,FOXK2,rabbit-IgG-control
FOXK2,3,fastq/BIGlebowski/ENCFF383GMF.fastq.gz,fastq/BIGlebowski/ENCFF441GEH.fastq.gz,FOXK2,rabbit-IgG-control
FOXK2,4,fastq/BIGlebowski/ENCFF097VAH.fastq.gz,fastq/BIGlebowski/ENCFF795LQA.fastq.gz,FOXK2,rabbit-IgG-control
FOXM1,1,fastq/BIGlebowski/ENCFF167VUS.fastq.gz,fastq/BIGlebowski/ENCFF007LTF.fastq.gz,FOXM1,rabbit-IgG-control
FOXM1,2,fastq/BIGlebowski/ENCFF888ZYM.fastq.gz,fastq/BIGlebowski/ENCFF749GVI.fastq.gz,FOXM1,rabbit-IgG-control
GABPB1,1,fastq/BIGlebowski/ENCFF887CDX.fastq.gz,fastq/BIGlebowski/ENCFF504MVU.fastq.gz,GABPB1,rabbit-IgG-control
GABPB1,2,fastq/BIGlebowski/ENCFF698RJT.fastq.gz,fastq/BIGlebowski/ENCFF381AJO.fastq.gz,GABPB1,rabbit-IgG-control
GATAD2A,1,fastq/BIGlebowski/ENCFF762OUK.fastq.gz,fastq/BIGlebowski/ENCFF164NLU.fastq.gz,GATAD2A,input_control
GATAD2A,2,fastq/BIGlebowski/ENCFF160GSI.fastq.gz,fastq/BIGlebowski/ENCFF076CUB.fastq.gz,GATAD2A,input_control
GATAD2B,1,fastq/BIGlebowski/ENCFF489DPL.fastq.gz,fastq/BIGlebowski/ENCFF999EFL.fastq.gz,GATAD2B,input_control
GATAD2B,2,fastq/BIGlebowski/ENCFF552ETP.fastq.gz,fastq/BIGlebowski/ENCFF523ULM.fastq.gz,GATAD2B,input_control
GMEB1,1,fastq/BIGlebowski/ENCFF827LCX.fastq.gz,fastq/BIGlebowski/ENCFF696QAK.fastq.gz,GMEB1,input_control
GMEB1,2,fastq/BIGlebowski/ENCFF833EAO.fastq.gz,fastq/BIGlebowski/ENCFF452YKY.fastq.gz,GMEB1,input_control
GTF2F1,1,fastq/BIGlebowski/ENCFF909TZW.fastq.gz,fastq/BIGlebowski/ENCFF999MLQ.fastq.gz,GTF2F1,input_control
GTF2F1,2,fastq/BIGlebowski/ENCFF784TRG.fastq.gz,fastq/BIGlebowski/ENCFF055CQR.fastq.gz,GTF2F1,input_control
HDAC1,1,fastq/BIGlebowski/ENCFF517OWM.fastq.gz,fastq/BIGlebowski/ENCFF871YPD.fastq.gz,HDAC1,rabbit-IgG-control
HDAC1,2,fastq/BIGlebowski/ENCFF677ULQ.fastq.gz,fastq/BIGlebowski/ENCFF410PAM.fastq.gz,HDAC1,input_control
HDAC1,3,fastq/BIGlebowski/ENCFF672NLI.fastq.gz,fastq/BIGlebowski/ENCFF095OUI.fastq.gz,HDAC1,input_control
HDAC1,4,fastq/BIGlebowski/ENCFF895UGJ.fastq.gz,fastq/BIGlebowski/ENCFF910QTP.fastq.gz,HDAC1,input_control
HDAC1,5,fastq/BIGlebowski/ENCFF992PSP.fastq.gz,fastq/BIGlebowski/ENCFF814BAR.fastq.gz,HDAC1,input_control
HDAC1,6,fastq/BIGlebowski/ENCFF919QDE.fastq.gz,fastq/BIGlebowski/ENCFF034CSX.fastq.gz,HDAC1,rabbit-IgG-control
HDAC2,1,fastq/BIGlebowski/ENCFF359AZP.fastq.gz,fastq/BIGlebowski/ENCFF361JMR.fastq.gz,HDAC2,input_control
HDAC2,2,fastq/BIGlebowski/ENCFF990UUV.fastq.gz,fastq/BIGlebowski/ENCFF741IHV.fastq.gz,HDAC2,input_control
HDAC2,3,fastq/BIGlebowski/ENCFF236GZM.fastq.gz,fastq/BIGlebowski/ENCFF395GMN.fastq.gz,HDAC2,input_control
HDAC2,4,fastq/BIGlebowski/ENCFF362ZRF.fastq.gz,fastq/BIGlebowski/ENCFF896IZU.fastq.gz,HDAC2,input_control
HDAC3,1,fastq/BIGlebowski/ENCFF770NDG.fastq.gz,fastq/BIGlebowski/ENCFF369MSV.fastq.gz,HDAC3,input_control
HDAC3,2,fastq/BIGlebowski/ENCFF942ZRE.fastq.gz,fastq/BIGlebowski/ENCFF908SKY.fastq.gz,HDAC3,input_control
HDGF,1,fastq/BIGlebowski/ENCFF513AFY.fastq.gz,fastq/BIGlebowski/ENCFF256BLE.fastq.gz,HDGF,rabbit-IgG-control
HDGF,2,fastq/BIGlebowski/ENCFF664YJD.fastq.gz,fastq/BIGlebowski/ENCFF214MWL.fastq.gz,HDGF,rabbit-IgG-control
HDGF,3,fastq/BIGlebowski/ENCFF112IGA.fastq.gz,fastq/BIGlebowski/ENCFF302OWI.fastq.gz,HDGF,rabbit-IgG-control
HDGF,4,fastq/BIGlebowski/ENCFF598OBQ.fastq.gz,fastq/BIGlebowski/ENCFF324VNE.fastq.gz,HDGF,rabbit-IgG-control
HES1,1,fastq/BIGlebowski/ENCFF583IRH.fastq.gz,fastq/BIGlebowski/ENCFF600EDO.fastq.gz,HES1,rabbit-IgG-control
HES1,2,fastq/BIGlebowski/ENCFF429KAX.fastq.gz,fastq/BIGlebowski/ENCFF887TVH.fastq.gz,HES1,rabbit-IgG-control
HLTF,1,fastq/BIGlebowski/ENCFF787PGA.fastq.gz,fastq/BIGlebowski/ENCFF017GMQ.fastq.gz,HLTF,input_control
HLTF,2,fastq/BIGlebowski/ENCFF873BJL.fastq.gz,fastq/BIGlebowski/ENCFF565HIN.fastq.gz,HLTF,input_control
IKZF1,1,fastq/BIGlebowski/ENCFF687HHR.fastq.gz,fastq/BIGlebowski/ENCFF222FXU.fastq.gz,IKZF1,rabbit-IgG-control
IKZF1,2,fastq/BIGlebowski/ENCFF936LDI.fastq.gz,fastq/BIGlebowski/ENCFF245IWG.fastq.gz,IKZF1,input_control
IKZF1,3,fastq/BIGlebowski/ENCFF156ZUZ.fastq.gz,fastq/BIGlebowski/ENCFF738CWY.fastq.gz,IKZF1,input_control
IKZF1,4,fastq/BIGlebowski/ENCFF015LUT.fastq.gz,fastq/BIGlebowski/ENCFF424OOE.fastq.gz,IKZF1,rabbit-IgG-control
ILF3,1,fastq/BIGlebowski/ENCFF182MTO.fastq.gz,fastq/BIGlebowski/ENCFF949NMY.fastq.gz,ILF3,input_control
ILF3,2,fastq/BIGlebowski/ENCFF871MFF.fastq.gz,fastq/BIGlebowski/ENCFF656SJN.fastq.gz,ILF3,input_control
input_control,1,fastq/BIGlebowski/ENCFF498JMO.fastq.gz,fastq/BIGlebowski/ENCFF502GTS.fastq.gz,,
input_control,1,fastq/BIGlebowski/ENCFF725WQM.fastq.gz,fastq/BIGlebowski/ENCFF768JTI.fastq.gz,,
input_control,2,fastq/BIGlebowski/ENCFF240DTE.fastq.gz,fastq/BIGlebowski/ENCFF608MDV.fastq.gz,,
input_control,3,fastq/BIGlebowski/ENCFF410PHD.fastq.gz,fastq/BIGlebowski/ENCFF368UOC.fastq.gz,,
input_control,4,fastq/BIGlebowski/ENCFF002EFD.fastq.gz,fastq/BIGlebowski/ENCFF002EFA.fastq.gz,,
input_control,5,fastq/BIGlebowski/ENCFF259GQA.fastq.gz,fastq/BIGlebowski/ENCFF837MIV.fastq.gz,,
input_control,6,fastq/BIGlebowski/ENCFF002EFF.fastq.gz,fastq/BIGlebowski/ENCFF002EFH.fastq.gz,,
KAT8,1,fastq/BIGlebowski/ENCFF005NCE.fastq.gz,fastq/BIGlebowski/ENCFF932SKI.fastq.gz,KAT8,input_control
KAT8,2,fastq/BIGlebowski/ENCFF505YGU.fastq.gz,fastq/BIGlebowski/ENCFF093OLE.fastq.gz,KAT8,input_control
KDM1A,1,fastq/BIGlebowski/ENCFF263QAS.fastq.gz,fastq/BIGlebowski/ENCFF763NMB.fastq.gz,KDM1A,input_control
KDM1A,2,fastq/BIGlebowski/ENCFF147CXN.fastq.gz,fastq/BIGlebowski/ENCFF408SWF.fastq.gz,KDM1A,input_control
KDM1A,3,fastq/BIGlebowski/ENCFF401OZY.fastq.gz,fastq/BIGlebowski/ENCFF672AOW.fastq.gz,KDM1A,input_control
KDM1A,4,fastq/BIGlebowski/ENCFF761NME.fastq.gz,fastq/BIGlebowski/ENCFF468WZY.fastq.gz,KDM1A,input_control
KDM4B,1,fastq/BIGlebowski/ENCFF938LON.fastq.gz,fastq/BIGlebowski/ENCFF807ATT.fastq.gz,KDM4B,input_control
KDM4B,2,fastq/BIGlebowski/ENCFF571BGG.fastq.gz,fastq/BIGlebowski/ENCFF686DFA.fastq.gz,KDM4B,input_control
KHSRP,1,fastq/BIGlebowski/ENCFF270RLC.fastq.gz,fastq/BIGlebowski/ENCFF044UBR.fastq.gz,KHSRP,input_control
KHSRP,2,fastq/BIGlebowski/ENCFF323SPJ.fastq.gz,fastq/BIGlebowski/ENCFF437GIK.fastq.gz,KHSRP,input_control
L3MBTL2,1,fastq/BIGlebowski/ENCFF756MPL.fastq.gz,fastq/BIGlebowski/ENCFF347VNR.fastq.gz,L3MBTL2,rabbit-IgG-control
L3MBTL2,2,fastq/BIGlebowski/ENCFF945QMW.fastq.gz,fastq/BIGlebowski/ENCFF139CLF.fastq.gz,L3MBTL2,rabbit-IgG-control
LARP7,1,fastq/BIGlebowski/ENCFF582HZV.fastq.gz,fastq/BIGlebowski/ENCFF924YBQ.fastq.gz,LARP7,input_control
LARP7,2,fastq/BIGlebowski/ENCFF324CSR.fastq.gz,fastq/BIGlebowski/ENCFF351HKA.fastq.gz,LARP7,input_control
LEF1,1,fastq/BIGlebowski/ENCFF211HML.fastq.gz,fastq/BIGlebowski/ENCFF238ZLM.fastq.gz,LEF1,rabbit-IgG-control
LEF1,2,fastq/BIGlebowski/ENCFF850KNY.fastq.gz,fastq/BIGlebowski/ENCFF037ZGC.fastq.gz,LEF1,input_control
LEF1,3,fastq/BIGlebowski/ENCFF087CSK.fastq.gz,fastq/BIGlebowski/ENCFF660QON.fastq.gz,LEF1,input_control
LEF1,4,fastq/BIGlebowski/ENCFF643QTB.fastq.gz,fastq/BIGlebowski/ENCFF103BRX.fastq.gz,LEF1,rabbit-IgG-control
MCM2,1,fastq/BIGlebowski/ENCFF516QHN.fastq.gz,fastq/BIGlebowski/ENCFF943CAF.fastq.gz,MCM2,input_control
MCM2,2,fastq/BIGlebowski/ENCFF158WAX.fastq.gz,fastq/BIGlebowski/ENCFF280MUX.fastq.gz,MCM2,input_control
MCM2,3,fastq/BIGlebowski/ENCFF692YLS.fastq.gz,fastq/BIGlebowski/ENCFF274BMI.fastq.gz,MCM2,input_control
MCM2,4,fastq/BIGlebowski/ENCFF822VOO.fastq.gz,fastq/BIGlebowski/ENCFF439UCU.fastq.gz,MCM2,input_control
MCM3,1,fastq/BIGlebowski/ENCFF721WRK.fastq.gz,fastq/BIGlebowski/ENCFF501RUA.fastq.gz,MCM3,input_control
MCM3,2,fastq/BIGlebowski/ENCFF568RGZ.fastq.gz,fastq/BIGlebowski/ENCFF567PIT.fastq.gz,MCM3,input_control
MCM5,1,fastq/BIGlebowski/ENCFF383AYS.fastq.gz,fastq/BIGlebowski/ENCFF710PPD.fastq.gz,MCM5,input_control
MCM5,2,fastq/BIGlebowski/ENCFF965IPJ.fastq.gz,fastq/BIGlebowski/ENCFF967WPN.fastq.gz,MCM5,input_control
MCM5,3,fastq/BIGlebowski/ENCFF447WZH.fastq.gz,fastq/BIGlebowski/ENCFF238TRM.fastq.gz,MCM5,input_control
MCM5,4,fastq/BIGlebowski/ENCFF611GML.fastq.gz,fastq/BIGlebowski/ENCFF380XLB.fastq.gz,MCM5,input_control
MCM7,1,fastq/BIGlebowski/ENCFF849GAI.fastq.gz,fastq/BIGlebowski/ENCFF051EDJ.fastq.gz,MCM7,input_control
MCM7,2,fastq/BIGlebowski/ENCFF233EXE.fastq.gz,fastq/BIGlebowski/ENCFF708EDK.fastq.gz,MCM7,input_control
MCM7,3,fastq/BIGlebowski/ENCFF640FTH.fastq.gz,fastq/BIGlebowski/ENCFF909ZLD.fastq.gz,MCM7,input_control
MCM7,4,fastq/BIGlebowski/ENCFF250AVG.fastq.gz,fastq/BIGlebowski/ENCFF121ACO.fastq.gz,MCM7,input_control
MCM7,5,fastq/BIGlebowski/ENCFF224YLQ.fastq.gz,fastq/BIGlebowski/ENCFF736AVM.fastq.gz,MCM7,input_control
MCM7,6,fastq/BIGlebowski/ENCFF764UGY.fastq.gz,fastq/BIGlebowski/ENCFF712YHQ.fastq.gz,MCM7,input_control
MEIS2,1,fastq/BIGlebowski/ENCFF002EIW.fastq.gz,fastq/BIGlebowski/ENCFF002EIX.fastq.gz,MEIS2,rabbit-IgG-control
MEIS2,2,fastq/BIGlebowski/ENCFF002EIU.fastq.gz,fastq/BIGlebowski/ENCFF002EIV.fastq.gz,MEIS2,rabbit-IgG-control
MGA,1,fastq/BIGlebowski/ENCFF434ISC.fastq.gz,fastq/BIGlebowski/ENCFF105BAY.fastq.gz,MGA,input_control
MGA,2,fastq/BIGlebowski/ENCFF194JCS.fastq.gz,fastq/BIGlebowski/ENCFF831HED.fastq.gz,MGA,input_control
MIER1,1,fastq/BIGlebowski/ENCFF910KPS.fastq.gz,fastq/BIGlebowski/ENCFF612DVW.fastq.gz,MIER1,rabbit-IgG-control
MIER1,2,fastq/BIGlebowski/ENCFF391PZV.fastq.gz,fastq/BIGlebowski/ENCFF060OGJ.fastq.gz,MIER1,rabbit-IgG-control
MITF,1,fastq/BIGlebowski/ENCFF220PBO.fastq.gz,fastq/BIGlebowski/ENCFF018YWZ.fastq.gz,MITF,input_control
MITF,2,fastq/BIGlebowski/ENCFF455XVE.fastq.gz,fastq/BIGlebowski/ENCFF029JZY.fastq.gz,MITF,input_control
MLLT1,1,fastq/BIGlebowski/ENCFF745PCH.fastq.gz,fastq/BIGlebowski/ENCFF050YVZ.fastq.gz,MLLT1,rabbit-IgG-control
MLLT1,2,fastq/BIGlebowski/ENCFF135KOW.fastq.gz,fastq/BIGlebowski/ENCFF789UDV.fastq.gz,MLLT1,rabbit-IgG-control
MLLT1,3,fastq/BIGlebowski/ENCFF826AKY.fastq.gz,fastq/BIGlebowski/ENCFF299YIC.fastq.gz,MLLT1,rabbit-IgG-control
MLLT1,4,fastq/BIGlebowski/ENCFF994RSC.fastq.gz,fastq/BIGlebowski/ENCFF755BUR.fastq.gz,MLLT1,rabbit-IgG-control
MNT,1,fastq/BIGlebowski/ENCFF642JVD.fastq.gz,fastq/BIGlebowski/ENCFF196AKS.fastq.gz,MNT,input_control
MNT,2,fastq/BIGlebowski/ENCFF678PWC.fastq.gz,fastq/BIGlebowski/ENCFF627YOB.fastq.gz,MNT,input_control
MNT,3,fastq/BIGlebowski/ENCFF244ECJ.fastq.gz,fastq/BIGlebowski/ENCFF335ZAN.fastq.gz,MNT,input_control
MNT,4,fastq/BIGlebowski/ENCFF756SRO.fastq.gz,fastq/BIGlebowski/ENCFF615SHE.fastq.gz,MNT,input_control
MNT,5,fastq/BIGlebowski/ENCFF514ZDJ.fastq.gz,fastq/BIGlebowski/ENCFF249PNP.fastq.gz,MNT,input_control
MNT,6,fastq/BIGlebowski/ENCFF911ICF.fastq.gz,fastq/BIGlebowski/ENCFF393ZLC.fastq.gz,MNT,input_control
MTA1,1,fastq/BIGlebowski/ENCFF638OLJ.fastq.gz,fastq/BIGlebowski/ENCFF032QDB.fastq.gz,MTA1,input_control
MTA1,2,fastq/BIGlebowski/ENCFF434PLO.fastq.gz,fastq/BIGlebowski/ENCFF139SOU.fastq.gz,MTA1,input_control
MTA2,1,fastq/BIGlebowski/ENCFF693CFR.fastq.gz,fastq/BIGlebowski/ENCFF238FNW.fastq.gz,MTA2,rabbit-IgG-control
MTA2,2,fastq/BIGlebowski/ENCFF697STR.fastq.gz,fastq/BIGlebowski/ENCFF766QOB.fastq.gz,MTA2,rabbit-IgG-control
MTA2,3,fastq/BIGlebowski/ENCFF887TWQ.fastq.gz,fastq/BIGlebowski/ENCFF374EZV.fastq.gz,MTA2,rabbit-IgG-control
MTA2,4,fastq/BIGlebowski/ENCFF693GDA.fastq.gz,fastq/BIGlebowski/ENCFF259AYK.fastq.gz,MTA2,rabbit-IgG-control
MTA3,1,fastq/BIGlebowski/ENCFF002EFW.fastq.gz,fastq/BIGlebowski/ENCFF002DPG.fastq.gz,MTA3,rabbit-IgG-control
MTA3,2,fastq/BIGlebowski/ENCFF894NUI.fastq.gz,fastq/BIGlebowski/ENCFF809IJU.fastq.gz,MTA3,rabbit-IgG-control
MYBL2,1,fastq/BIGlebowski/ENCFF570QCN.fastq.gz,fastq/BIGlebowski/ENCFF591FAA.fastq.gz,MYBL2,input_control
MYBL2,2,fastq/BIGlebowski/ENCFF329ODS.fastq.gz,fastq/BIGlebowski/ENCFF765DMW.fastq.gz,MYBL2,input_control
NBN,1,fastq/BIGlebowski/ENCFF854CCC.fastq.gz,fastq/BIGlebowski/ENCFF881JDL.fastq.gz,NBN,rabbit-IgG-control
NBN,2,fastq/BIGlebowski/ENCFF321LCC.fastq.gz,fastq/BIGlebowski/ENCFF581MDG.fastq.gz,NBN,rabbit-IgG-control
NCOA1,1,fastq/BIGlebowski/ENCFF907WUT.fastq.gz,fastq/BIGlebowski/ENCFF730DID.fastq.gz,NCOA1,rabbit-IgG-control
NCOA1,2,fastq/BIGlebowski/ENCFF560UZF.fastq.gz,fastq/BIGlebowski/ENCFF399SYU.fastq.gz,NCOA1,rabbit-IgG-control
NCOA1,3,fastq/BIGlebowski/ENCFF165NJF.fastq.gz,fastq/BIGlebowski/ENCFF226TLO.fastq.gz,NCOA1,rabbit-IgG-control
NCOA1,4,fastq/BIGlebowski/ENCFF042FDU.fastq.gz,fastq/BIGlebowski/ENCFF343AWT.fastq.gz,NCOA1,input_control
NCOA1,5,fastq/BIGlebowski/ENCFF738HHZ.fastq.gz,fastq/BIGlebowski/ENCFF009IPS.fastq.gz,NCOA1,input_control
NCOA1,6,fastq/BIGlebowski/ENCFF137DWP.fastq.gz,fastq/BIGlebowski/ENCFF033TZD.fastq.gz,NCOA1,rabbit-IgG-control
NCOA2,1,fastq/BIGlebowski/ENCFF699WWO.fastq.gz,fastq/BIGlebowski/ENCFF864GEB.fastq.gz,NCOA2,input_control
NCOA2,2,fastq/BIGlebowski/ENCFF385CVM.fastq.gz,fastq/BIGlebowski/ENCFF838ILR.fastq.gz,NCOA2,input_control
NCOA2,3,fastq/BIGlebowski/ENCFF483DQG.fastq.gz,fastq/BIGlebowski/ENCFF622IRP.fastq.gz,NCOA2,input_control
NCOA2,4,fastq/BIGlebowski/ENCFF144MVR.fastq.gz,fastq/BIGlebowski/ENCFF549XBX.fastq.gz,NCOA2,input_control
NCOA4,1,fastq/BIGlebowski/ENCFF425OTY.fastq.gz,fastq/BIGlebowski/ENCFF432ECI.fastq.gz,NCOA4,input_control
NCOA4,2,fastq/BIGlebowski/ENCFF403AAR.fastq.gz,fastq/BIGlebowski/ENCFF783FQX.fastq.gz,NCOA4,input_control
NCOA6,1,fastq/BIGlebowski/ENCFF666XKI.fastq.gz,fastq/BIGlebowski/ENCFF059NSA.fastq.gz,NCOA6,input_control
NCOA6,2,fastq/BIGlebowski/ENCFF956KKU.fastq.gz,fastq/BIGlebowski/ENCFF957QWK.fastq.gz,NCOA6,input_control
NCOR1,1,fastq/BIGlebowski/ENCFF979ZZF.fastq.gz,fastq/BIGlebowski/ENCFF253UMC.fastq.gz,NCOR1,input_control
NCOR1,2,fastq/BIGlebowski/ENCFF224PWB.fastq.gz,fastq/BIGlebowski/ENCFF337XLT.fastq.gz,NCOR1,input_control
NCOR1,3,fastq/BIGlebowski/ENCFF268XRY.fastq.gz,fastq/BIGlebowski/ENCFF642TLW.fastq.gz,NCOR1,input_control
NCOR1,4,fastq/BIGlebowski/ENCFF455UQA.fastq.gz,fastq/BIGlebowski/ENCFF714KWX.fastq.gz,NCOR1,input_control
NCOR1,5,fastq/BIGlebowski/ENCFF417KCI.fastq.gz,fastq/BIGlebowski/ENCFF241ADB.fastq.gz,NCOR1,input_control
NCOR1,6,fastq/BIGlebowski/ENCFF443EYG.fastq.gz,fastq/BIGlebowski/ENCFF435JEO.fastq.gz,NCOR1,input_control
NFATC3,1,fastq/BIGlebowski/ENCFF163AGA.fastq.gz,fastq/BIGlebowski/ENCFF352NWK.fastq.gz,NFATC3,rabbit-IgG-control
